Time (s),T (C),RH,v (m/s)
1.58421063,24.996521,60.0692215,1.71E-02
1.59322143,24.9968262,60.0683403,1.75E-02
1.60221875,24.9954224,60.0723572,1.85E-02
1.61121988,24.9966431,60.0688705,1.76E-02
1.62022626,24.9962769,60.069912,1.85E-02
1.62920058,24.9954529,60.0723152,1.90E-02
1.63820946,24.996521,60.0692291,2.20E-02
1.64719594,24.9960022,60.0707245,2.10E-02
1.65617788,24.9968872,60.068203,1.98E-02
1.66515338,24.9977722,60.0655785,2.18E-02
1.67409277,24.9976501,60.0659714,2.28E-02
1.68301499,24.998291,60.0641174,2.00E-02
1.69190407,24.9977722,60.0656204,2.29E-02
1.7007513,24.9979858,60.0650139,2.08E-02
1.70961237,24.9978333,60.0654488,2.14E-02
1.71853352,24.9966125,60.0689812,2.18E-02
1.72748017,24.9974976,60.0664368,2.17E-02
1.73643577,24.9963684,60.0696678,2.29E-02
1.74541712,24.9972839,60.0671005,2.49E-02
1.7543968,24.9972839,60.0670509,2.65E-02
1.76334453,24.997467,60.0665321,2.56E-02
1.77223694,24.9966431,60.0689049,2.63E-02
1.7811085,24.996521,60.0692291,2.72E-02
1.79000485,24.9970398,60.0677376,2.74E-02
1.79892027,24.9979248,60.0651932,2.89E-02
1.80785525,24.9967957,60.0684586,2.89E-02
1.81682622,24.9953003,60.072731,2.92E-02
1.82581532,24.9968872,60.0681953,2.97E-02
1.83478093,24.9972839,60.06707,2.94E-02
1.84375167,24.9967651,60.0685234,3.14E-02
1.85270989,24.9957581,60.071434,3.03E-02
1.86165679,24.9962463,60.0700264,3.20E-02
1.87058806,24.9961548,60.0702705,3.15E-02
1.87951612,24.994812,60.074131,3.36E-02
1.88847601,24.996582,60.0690613,3.22E-02
1.89744878,24.9954834,60.0722389,3.31E-02
1.90644634,24.9953308,60.0726738,3.28E-02
1.91544342,24.9957275,60.0715561,3.45E-02
1.92442429,24.9970398,60.067791,3.53E-02
1.93337214,24.9967957,60.0684662,3.60E-02
1.94230497,24.9972229,60.0672493,3.63E-02
1.95120561,24.9978638,60.0653763,3.52E-02
1.96011853,24.9977112,60.0658417,3.95E-02
1.96900523,24.9972839,60.0670471,4.09E-02
1.97784722,24.9972534,60.0671349,3.96E-02
1.98668635,24.9979248,60.0652275,3.85E-02
1.99553478,24.9983521,60.0639954,3.94E-02
2.00439167,24.996582,60.0690956,4.39E-02
2.01326752,24.9971008,60.0675774,4.29E-02
2.0221808,24.9963684,60.0697517,4.35E-02
2.03116512,24.9958496,60.0711746,4.56E-02
2.0401361,24.99646,60.0694427,4.61E-02
2.04907322,24.996521,60.069252,4.55E-02
2.05803013,24.9959717,60.0708237,4.78E-02
2.06701088,24.9957581,60.0714378,4.69E-02
2.07601714,24.9963074,60.06987,4.54E-02
2.08500814,24.9963684,60.0697021,5.00E-02
2.09401488,24.9959717,60.0708542,4.90E-02
2.10303831,24.9959717,60.0708656,4.87E-02
2.11204815,24.9953613,60.0725784,4.87E-02
2.120996,24.9975891,60.0662003,5.41E-02
2.12991118,24.9967957,60.0685005,5.33E-02
2.13882661,24.9971313,60.0674973,5.32E-02
2.14776587,24.9966736,60.0688515,5.58E-02
2.1567018,24.996521,60.0692635,5.49E-02
2.16563916,24.9960632,60.0705757,5.48E-02
2.17458415,24.9960632,60.0705757,5.67E-02
2.18350244,24.9965515,60.0692024,5.56E-02
2.1923945,24.9956055,60.0719032,5.50E-02
2.20126557,24.9952698,60.072876,5.67E-02
2.21014047,24.9960327,60.0706978,5.81E-02
2.21903634,24.9969177,60.0681229,5.85E-02
2.22795582,24.9963074,60.069912,5.74E-02
2.23686767,24.9977112,60.0658646,5.88E-02
2.24576211,24.9972534,60.0671425,6.16E-02
2.25463152,24.9979248,60.0652466,5.99E-02
2.26346493,24.9970398,60.0678024,6.08E-02
2.27228737,24.9972229,60.0675926,6.16E-02
2.28115797,24.9981995,60.0648155,5.93E-02
2.29007864,24.9972839,60.06744,5.88E-02
2.29903746,24.9977417,60.0661087,5.95E-02
2.30800152,24.9972534,60.0674858,6.15E-02
2.31694746,24.9972839,60.0674438,5.86E-02
2.32593036,24.9983215,60.0644302,5.81E-02
2.33488965,24.9973145,60.0673676,6.09E-02
2.34380388,24.9969177,60.0684929,6.03E-02
2.35269141,24.9963379,60.0701141,5.65E-02
2.36161733,24.9961548,60.0706635,5.50E-02
2.37058759,24.9972839,60.0674629,5.47E-02
2.3795445,24.9966431,60.0692558,5.33E-02
2.38849282,24.9961548,60.0706863,5.29E-02
2.39745879,24.9964905,60.0697403,5.27E-02
2.40645504,24.9973145,60.0673332,5.36E-02
2.4154768,24.9972534,60.0675392,5.51E-02
2.42450523,24.9968262,60.0684776,5.81E-02
2.43354249,24.9960327,60.0707283,5.73E-02
2.44257998,24.9966431,60.0689583,5.74E-02
2.45162177,24.9962158,60.0702095,5.79E-02
2.46065664,24.9961243,60.0704803,5.72E-02
2.46966386,24.9962158,60.0702095,5.52E-02
2.4786613,24.9963684,60.0697937,5.42E-02
2.48767376,24.9959717,60.0706177,5.27E-02
2.4966836,24.9966431,60.0686951,5.39E-02
2.50565219,24.994751,60.0741043,5.32E-02
2.5145843,24.995697,60.0714188,5.21E-02
2.52351308,24.9966431,60.0686684,5.43E-02
2.5324707,24.9968567,60.0681,5.68E-02
2.54143786,24.9963989,60.0690765,5.78E-02
2.55040145,24.9964905,60.0688705,5.54E-02
2.55938673,24.9972839,60.0665436,5.84E-02
2.56836963,24.9968872,60.0676613,5.99E-02
2.57732916,24.9985352,60.0629349,6.27E-02
2.58626604,24.9979248,60.064991,6.47E-02
2.5951767,24.9975891,60.065937,6.59E-02
2.60407209,24.9977722,60.0656815,6.73E-02
2.6129787,24.9976807,60.0662422,6.97E-02
2.62187481,24.9968872,60.068821,7.01E-02
2.63079,24.9970398,60.0686836,7.22E-02
2.63971591,24.9963074,60.071373,7.19E-02
2.64867902,24.9967651,60.0706558,7.32E-02
2.65760994,24.9961853,60.0732498,7.72E-02
2.66653228,24.9957886,60.075325,7.82E-02
2.67544508,24.9965515,60.0739822,7.98E-02
2.68437433,24.9966125,60.073967,8.01E-02
2.69330716,24.9973755,60.0715714,8.28E-02
2.70225334,24.9974365,60.0706825,8.53E-02
2.71121216,24.9975891,60.06884,8.58E-02
2.72016549,24.9970703,60.0682602,9.01E-02
2.72909594,24.9964905,60.067421,9.18E-02
2.73802447,24.9966736,60.0633621,9.63E-02
2.74695921,24.9934082,60.067131,9.75E-02
2.75591564,24.9926147,60.0622597,1.01E-01
2.76489615,24.9896851,60.0611992,1.03E-01
2.77387214,24.98526,60.0620613,1.05E-01
2.78281975,24.9806213,60.0602646,1.10E-01
2.79175925,24.9740906,60.060482,1.13E-01
2.80071688,24.9666748,60.0583,1.16E-01
2.8097086,24.9572144,60.055687,1.18E-01
2.81868482,24.9455566,60.052597,1.22E-01
2.82767129,24.931488,60.0472794,1.25E-01
2.83663535,24.9160156,60.036953,1.27E-01
2.84555435,24.8957825,60.0359154,1.29E-01
2.85446143,24.8682251,60.0419655,1.36E-01
2.86338019,24.8365173,60.0414734,1.39E-01
2.87230253,24.8013306,60.0300674,1.41E-01
2.88122869,24.7575378,60.0112267,1.44E-01
2.89013195,24.7081909,59.9778824,1.45E-01
2.8990767,24.6520386,59.9433136,1.47E-01
2.90804696,24.5898743,59.9112015,1.47E-01
2.91703105,24.5262756,59.8675499,1.47E-01
2.92601061,24.4602051,59.8263321,1.45E-01
2.93495893,24.3952026,59.7811165,1.46E-01
2.94393134,24.3311462,59.7365189,1.46E-01
2.95295811,24.2713318,59.6844978,1.50E-01
2.96198559,24.2167053,59.6454506,1.51E-01
2.97099495,24.1677856,59.6093483,1.49E-01
2.97999239,24.1220703,59.5831871,1.50E-01
2.98900199,24.0802917,59.5588341,1.48E-01
2.99799705,24.0471497,59.5269623,1.48E-01
3.00695634,24.0199585,59.4968452,1.44E-01
3.01590538,23.9978027,59.4690437,1.42E-01
3.02487731,23.9761963,59.4507561,1.41E-01
3.03385115,23.9548035,59.4406471,1.38E-01
3.0428319,23.9359436,59.4213371,1.37E-01
3.05181456,23.9189148,59.4008675,1.34E-01
3.06078458,23.9025879,59.3820915,1.31E-01
3.06972623,23.8862915,59.35923,1.28E-01
3.0786829,23.8682251,59.3366928,1.25E-01
3.08768225,23.8501587,59.3077164,1.21E-01
3.09668183,23.8273926,59.281105,1.23E-01
3.10568905,23.805603,59.2509499,1.23E-01
3.11471701,23.7817078,59.2333145,1.22E-01
3.12371898,23.7602844,59.2084351,1.21E-01
3.13270259,23.739502,59.1796684,1.24E-01
3.14169407,23.7174988,59.1582298,1.23E-01
3.15071201,23.6967468,59.1297226,1.25E-01
3.15968537,23.6754456,59.1020508,1.25E-01
3.16862273,23.6543274,59.0651588,1.27E-01
3.17759967,23.6315613,59.0413437,1.28E-01
3.18659878,23.6107178,59.0191193,1.29E-01
3.19557881,23.5941467,58.9531136,1.31E-01
3.20455122,23.5748291,58.9154587,1.31E-01
3.21351242,23.559906,58.9010239,1.32E-01
3.22246361,23.5497437,58.8805504,1.31E-01
3.23142838,23.5391846,58.8673668,1.32E-01
3.2404182,23.5299377,58.8564682,1.30E-01
3.24942017,23.5216675,58.8505974,1.27E-01
3.25843382,23.5153198,58.8447685,1.24E-01
3.26743531,23.5117188,58.843605,1.23E-01
3.27642846,23.5115051,58.8449135,1.25E-01
3.28539133,23.5153809,58.8475227,1.28E-01
3.2942996,23.5191345,58.8633423,1.33E-01
3.30319309,23.5280151,58.8752098,1.34E-01
3.31211543,23.5397644,58.8900375,1.36E-01
3.32103014,23.5535583,58.9106064,1.37E-01
3.32993102,23.5684814,58.9314232,1.38E-01
3.33884454,23.5837097,58.9492874,1.39E-01
3.3478024,23.5971985,58.9632683,1.41E-01
3.35675859,23.60672,58.9750748,1.42E-01
3.36569357,23.6104736,58.9846687,1.44E-01
3.37462044,23.6090088,58.9893761,1.46E-01
3.38356614,23.6019897,58.9877129,1.48E-01
3.39253187,23.5875549,58.9837494,1.49E-01
3.40147972,23.5663147,58.9774628,1.48E-01
3.41040897,23.5383911,58.972477,1.50E-01
3.41933274,23.5074463,58.9496613,1.49E-01
3.42826414,23.4728394,58.9263496,1.50E-01
3.4372344,23.4423828,58.9206467,1.49E-01
3.44624805,23.4213257,58.893631,1.47E-01
3.45526123,23.4060059,58.8619843,1.46E-01
3.46424651,23.4020081,58.8260422,1.44E-01
3.47319245,23.3982239,58.8007584,1.43E-01
3.48210907,23.3952026,58.8018875,1.43E-01
3.49101734,23.3990173,58.802742,1.45E-01
3.49994946,23.4083862,58.8119507,1.47E-01
3.50893283,23.4243164,58.8244438,1.48E-01
3.51796818,23.4461975,58.848484,1.51E-01
3.52701306,23.4732666,58.8907661,1.55E-01
3.5360477,23.5047302,58.9425697,1.60E-01
3.54506946,23.5397644,58.9928131,1.64E-01
3.55407214,23.5796814,59.0199966,1.68E-01
3.56304646,23.6192932,59.0453339,1.74E-01
3.57198191,23.6513672,59.0684433,1.80E-01
3.58091021,23.6775818,59.0845299,1.86E-01
3.58984256,23.6960754,59.1063499,1.93E-01
3.59878731,23.7043762,59.1324806,2.02E-01
3.60774636,23.7137146,59.1175537,2.07E-01
3.61670899,23.7156982,59.0883331,2.14E-01
3.6256671,23.7107849,59.0769005,2.22E-01
3.63464332,23.6993103,59.0562935,2.31E-01
3.64362454,23.6824036,59.034874,2.36E-01
3.65256214,23.6618958,59.0172997,2.40E-01
3.66148281,23.6387939,58.9987679,2.47E-01
3.67039132,23.6131592,58.9544907,2.52E-01
3.67933798,23.5860291,58.936985,2.62E-01
3.68831468,23.5513916,58.9333611,2.74E-01
3.69725084,23.5146179,58.9384079,2.83E-01
3.70624065,23.4787292,58.9212418,2.94E-01
3.7152617,23.4381409,58.8938904,3.05E-01
3.72427034,23.3930054,58.8513718,3.17E-01
3.73327827,23.3413086,58.799469,3.26E-01
3.7422483,23.2855835,58.735054,3.35E-01
3.75116944,23.2265015,58.6629257,3.47E-01
3.7600739,23.1686096,58.5946426,3.54E-01
3.76899052,23.1127014,58.5241776,3.55E-01
3.77792311,23.0691528,58.4539108,3.61E-01
3.78686619,23.0245667,58.4294815,3.65E-01
3.79582596,22.9987183,58.3722992,3.68E-01
3.80480146,22.9905701,58.3653145,3.69E-01
3.81378579,22.9892273,58.3649139,3.69E-01
3.8227818,22.9935303,58.3717575,3.69E-01
3.83179712,23.0038147,58.3757858,3.65E-01
3.84084725,23.0235901,58.3814087,3.64E-01
3.849895,23.0485229,58.3861847,3.59E-01
3.8589282,23.0765076,58.3866463,3.57E-01
3.86792445,23.0992737,58.3820267,3.54E-01
3.87691665,23.1158752,58.3746834,3.51E-01
3.88594031,23.1320496,58.3636055,3.45E-01
3.89496899,23.1472473,58.354847,3.39E-01
3.9040091,23.1568909,58.3484344,3.34E-01
3.9130466,23.1610718,58.3468513,3.29E-01
3.92208409,23.1608276,58.3353653,3.21E-01
3.93111849,23.1603699,58.3173752,3.13E-01
3.94016767,23.1601257,58.3015366,3.02E-01
3.94924164,23.161438,58.2988739,2.96E-01
3.95832729,23.1640015,58.3000832,2.89E-01
3.96739745,23.1671753,58.3067474,2.83E-01
3.97644377,23.1715393,58.3142776,2.80E-01
3.98550844,23.1747131,58.3230667,2.74E-01
3.99457455,23.1770935,58.3239632,2.70E-01
4.00363493,23.1781616,58.3199387,2.67E-01
4.01268005,23.1793518,58.3221359,2.63E-01
4.02173042,23.1809692,58.3222504,2.61E-01
4.03077412,23.1824036,58.3217278,2.60E-01
4.03979969,23.1789856,58.3324623,2.59E-01
4.0488286,23.1743164,58.3436661,2.57E-01
4.05781889,23.1722717,58.3394814,2.55E-01
4.06680584,23.1694336,58.3303223,2.57E-01
4.07581854,23.1631165,58.3388405,2.56E-01
4.08480501,23.1564941,58.3461151,2.59E-01
4.09376812,23.1488647,58.3497238,2.61E-01
4.10273695,23.1430054,58.3402748,2.66E-01
4.11168003,23.1344604,58.3283348,2.72E-01
4.12061453,23.1231384,58.3183708,2.78E-01
4.12955666,23.1075745,58.3172264,2.84E-01
4.13855553,23.0921631,58.3101044,2.89E-01
4.14758778,23.0744324,58.3039703,2.94E-01
4.15658998,23.0557556,58.2974014,2.99E-01
4.16556358,23.0366211,58.2938538,2.99E-01
4.17453575,23.0177917,58.2941933,3.01E-01
4.18354321,23.000824,58.2954483,2.98E-01
4.19258833,22.986969,58.2965202,2.99E-01
4.20160913,22.974884,58.3065681,2.97E-01
4.21062088,22.9630737,58.3293495,2.94E-01
4.21961689,22.9536743,58.3581505,2.94E-01
4.22854805,22.9489136,58.3879929,2.92E-01
4.23749685,22.9480591,58.4224091,2.88E-01
4.2464819,22.9520569,58.462326,2.88E-01
4.2554369,22.961853,58.5053978,2.89E-01
4.26435947,22.9781494,58.5485115,2.89E-01
4.27331972,22.9987793,58.5945969,2.90E-01
4.28228426,23.022644,58.6395988,2.90E-01
4.2912035,23.0483398,58.6765289,2.90E-01
4.30013657,23.0739746,58.7015991,2.95E-01
4.30910206,23.0984192,58.7090721,2.98E-01
4.31803703,23.1207275,58.6929665,3.05E-01
4.32698393,23.1388855,58.657711,3.10E-01
4.33598423,23.15271,58.6096039,3.15E-01
4.34499454,23.161438,58.5540352,3.17E-01
4.35397148,23.1674194,58.4891129,3.23E-01
4.36296511,23.1685486,58.4324493,3.26E-01
4.37194777,23.1686401,58.3842468,3.28E-01
4.38096285,23.1678162,58.3575325,3.29E-01
4.38999987,23.1661072,58.3615074,3.31E-01
4.39906502,23.1678162,58.3813248,3.32E-01
4.40812063,23.1682129,58.4228096,3.34E-01
4.41716671,23.1693115,58.4779663,3.36E-01
4.42619467,23.169342,58.547657,3.38E-01
4.43519306,23.1673279,58.6305008,3.40E-01
4.4441824,23.1636658,58.71455,3.42E-01
4.4531765,23.1582947,58.7937698,3.44E-01
4.46215296,23.1541138,58.8551865,3.45E-01
4.47109938,23.1512451,58.9010353,3.48E-01
4.48000336,23.152771,58.9251328,3.47E-01
4.48886156,23.161377,58.9346581,3.47E-01
4.49777746,23.1775208,58.9313583,3.47E-01
4.50670338,23.1990967,58.9244957,3.47E-01
4.51566553,23.2202454,58.9147758,3.48E-01
4.52463961,23.2301636,58.8940506,3.50E-01
4.53359938,23.240387,58.8711205,3.51E-01
4.54254007,23.2513428,58.853363,3.53E-01
4.55146646,23.2625427,58.8335457,3.57E-01
4.56038141,23.2738342,58.8071709,3.59E-01
4.56926346,23.2822266,58.7788506,3.60E-01
4.57817698,23.2871094,58.7470589,3.62E-01
4.58712292,23.2853394,58.7233887,3.62E-01
4.59603834,23.2789917,58.7003784,3.60E-01
4.60495377,23.2633667,58.6700745,3.60E-01
4.61389923,23.2375183,58.6529083,3.60E-01
4.62286425,23.2131348,58.6403084,3.58E-01
4.63183546,23.1927795,58.6294823,3.57E-01
4.64083242,23.1757507,58.6220818,3.55E-01
4.64981556,23.1641541,58.6220512,3.54E-01
4.65879774,23.1597595,58.6224365,3.52E-01
4.66779995,23.1613464,58.6219254,3.51E-01
4.67681885,23.1680603,58.6235924,3.50E-01
4.68583679,23.179718,58.6290054,3.50E-01
4.69485426,23.1978455,58.6380348,3.51E-01
4.70386648,23.2210083,58.6567116,3.49E-01
4.71287251,23.251709,58.6808853,3.48E-01
4.72189379,23.2901611,58.7104607,3.47E-01
4.73090839,23.3348083,58.7492104,3.47E-01
4.73992491,23.3822632,58.7975197,3.45E-01
4.74896193,23.4302979,58.8467484,3.45E-01
4.75798464,23.476532,58.8892326,3.44E-01
4.76700592,23.5220947,58.9249191,3.44E-01
4.77602386,23.5695801,58.9485588,3.43E-01
4.78505325,23.6026917,59.0246391,3.40E-01
4.79406977,23.6289673,59.0528297,3.40E-01
4.80305481,23.6479187,59.0889816,3.39E-01
4.8120389,23.6608276,59.1187248,3.37E-01
4.8210206,23.6682129,59.1470833,3.36E-01
4.82999992,23.6782532,59.1361351,3.32E-01
4.83897066,23.6871948,59.1050682,3.30E-01
4.847929,23.6862793,59.0953484,3.28E-01
4.8568511,23.6838379,59.0677872,3.25E-01
4.86575508,23.6780701,59.0604362,3.23E-01
4.87466621,23.673584,59.0509109,3.20E-01
4.88358927,23.6708069,59.0380249,3.17E-01
4.89251137,23.6692505,59.0248108,3.14E-01
4.90143871,23.6672058,59.0184822,3.13E-01
4.91039801,23.6721802,58.9919434,3.11E-01
4.91937685,23.6787415,58.9954605,3.08E-01
4.92837191,23.6828308,59.0072098,3.06E-01
4.93733215,23.6853638,59.0197868,3.05E-01
4.9462409,23.6865234,59.0339432,3.03E-01
4.95515394,23.6868896,59.0496902,3.02E-01
4.96415281,23.6879272,59.0635223,3.01E-01
4.97318697,23.6913757,59.0768623,3.01E-01
4.98224545,23.6945801,59.0997353,2.99E-01
4.99131298,23.6984863,59.1191902,2.98E-01
5.00037527,23.7046814,59.1305542,2.98E-01
5.00940228,23.7163696,59.1475258,2.97E-01
5.01835871,23.7263489,59.1782265,2.97E-01
5.02726841,23.7410583,59.1774635,2.95E-01
5.03617382,23.7602234,59.1750069,2.93E-01
5.04514599,23.7654419,59.2292442,2.91E-01
5.05418539,23.7720032,59.2527733,2.89E-01
