Time (s),T (C),RH,v (m/s)
10.7724695,23.7285461,59.1147423,4.90E-01
10.7815065,23.7379761,59.1114502,4.87E-01
10.790535,23.7441711,59.1335907,4.85E-01
10.7995672,23.7558594,59.0182953,4.82E-01
10.8086081,23.7289124,58.9430504,4.79E-01
10.8176365,23.6911011,58.9180756,4.75E-01
10.8266668,23.6703186,58.9140587,4.71E-01
10.8357048,23.6584778,58.9053459,4.68E-01
10.8447704,23.6454773,58.8976326,4.67E-01
10.8538132,23.6288452,58.8881607,4.66E-01
10.8628092,23.6100159,58.878933,4.64E-01
10.8717842,23.5900879,58.8679085,4.63E-01
10.8807812,23.5695496,58.8691177,4.66E-01
10.8897858,23.5540161,58.8648262,4.60E-01
10.8987913,23.5438843,58.853508,4.55E-01
10.907773,23.5375061,58.8354187,4.53E-01
10.9167242,23.5325928,58.8180466,4.49E-01
10.925684,23.5282593,58.8031044,4.44E-01
10.9346676,23.5242004,58.7921448,4.40E-01
10.9436502,23.5213928,58.7850227,4.34E-01
10.9526787,23.5188904,58.7813721,4.29E-01
10.9617214,23.5180359,58.7767906,4.22E-01
10.9707642,23.5170288,58.7767105,4.14E-01
10.9797621,23.516571,58.7807579,4.05E-01
10.9887209,23.5161743,58.7909164,3.97E-01
10.9976654,23.5160522,58.8076401,3.94E-01
11.0066347,23.512146,58.8437424,3.90E-01
11.0156031,23.5076599,58.8734398,3.89E-01
11.0245647,23.5059814,58.8937111,3.90E-01
11.0335407,23.5056458,58.9151039,3.90E-01
11.0425072,23.504425,58.9252052,3.91E-01
11.0514526,23.5076904,58.9147644,3.89E-01
11.0603695,23.5062866,58.9150352,3.91E-01
11.069273,23.5046997,58.9158936,3.95E-01
11.0781956,23.5035095,58.9137955,3.96E-01
11.0871105,23.507782,58.8953972,3.89E-01
11.0959969,23.5066223,58.8923111,3.89E-01
11.1048832,23.5093689,58.8759842,3.82E-01
11.1137915,23.5128479,58.8656921,3.84E-01
11.1227198,23.5171204,58.864994,3.81E-01
11.1316528,23.5230408,58.8575974,3.73E-01
11.1405964,23.5264587,58.8571243,3.68E-01
11.1495314,23.526947,58.8659515,3.64E-01
11.1584845,23.5295715,58.8680573,3.58E-01
11.1674089,23.5301819,58.8730202,3.51E-01
11.1763134,23.5296936,58.8747101,3.46E-01
11.1852217,23.523468,58.8823776,3.38E-01
11.194169,23.5162048,58.8838692,3.33E-01
11.2031536,23.5035706,58.8925896,3.20E-01
11.212122,23.4965515,58.8745117,3.23E-01
11.2210979,23.4849243,58.8651848,3.21E-01
11.2301235,23.4753418,58.8431015,3.13E-01
11.2391453,23.4667358,58.8160172,3.10E-01
11.2481337,23.4635315,58.774334,3.05E-01
11.2570753,23.4591064,58.740097,3.00E-01
11.2659779,23.4572144,58.6985779,2.96E-01
11.2748432,23.4509277,58.666523,2.84E-01
11.2836905,23.4425354,58.6382332,2.80E-01
11.2925634,23.4240723,58.6098862,2.76E-01
11.3014526,23.4041443,58.5728111,2.71E-01
11.3103628,23.387146,58.5830269,2.66E-01
11.3193245,23.3852539,58.5479622,2.63E-01
11.3283291,23.3857117,58.5051956,2.58E-01
11.3373032,23.3813782,58.373539,2.52E-01
11.3462219,23.3478088,58.3598747,2.49E-01
11.3551292,23.3171082,58.3768196,2.41E-01
11.3640604,23.2912292,58.4332771,2.32E-01
11.3730278,23.2801819,58.5304794,2.28E-01
11.3820076,23.2821655,58.6171265,2.22E-01
11.3909588,23.2952881,58.6931,2.20E-01
11.3998661,23.316864,58.7528152,2.18E-01
11.4087648,23.3385925,58.8131905,2.16E-01
11.417676,23.3640442,58.8592606,2.10E-01
11.4265985,23.3876038,58.9019165,2.08E-01
11.4355383,23.4189453,58.9178391,2.07E-01
11.4445038,23.4429932,58.9672203,2.08E-01
11.4534807,23.4674988,59.0021553,2.06E-01
11.4624596,23.4942017,59.0150909,2.04E-01
11.4714432,23.5157471,59.0299721,2.09E-01
11.4804306,23.531311,59.036499,2.11E-01
11.4893847,23.5419312,59.0318031,2.18E-01
11.4983244,23.5527954,59.0277901,2.20E-01
11.5072832,23.5603638,59.0238762,2.25E-01
11.5162487,23.5680847,59.0237541,2.32E-01
11.5252161,23.5730286,59.0226936,2.41E-01
11.5341616,23.5758972,59.0137405,2.51E-01
11.5431137,23.5756836,59.0051956,2.56E-01
11.5520859,23.5758667,58.9922142,2.65E-01
11.5610695,23.5799866,58.9809647,2.63E-01
11.5700645,23.5796509,58.9848289,2.60E-01
11.5790615,23.582489,58.9802437,2.54E-01
11.588026,23.5803833,58.9885406,2.45E-01
11.5969763,23.5765686,58.9979706,2.33E-01
11.6059322,23.5743408,58.9954071,2.26E-01
11.6148729,23.565918,58.9977875,2.33E-01
11.6238317,23.5511475,58.9934044,2.32E-01
11.6328382,23.5317078,58.9834213,2.27E-01
11.641861,23.5178223,58.9531708,2.19E-01
11.6508818,23.5090332,58.9276199,2.13E-01
11.6599178,23.5025024,58.9112091,2.04E-01
11.6689358,23.4960022,58.9059067,1.93E-01
11.6779242,23.4986877,58.8950081,1.86E-01
11.6869135,23.5053101,58.9098206,1.84E-01
11.6959238,23.5217285,58.9129143,1.82E-01
11.7049713,23.5383911,58.924263,1.83E-01
11.7140198,23.5543823,58.9471703,1.73E-01
11.7230721,23.5775452,58.9688301,1.73E-01
11.7321377,23.5934143,58.9979477,1.75E-01
11.74121,23.6163635,59.0081825,1.76E-01
11.7502785,23.6333008,59.0222893,1.73E-01
11.7593222,23.6485291,59.0267906,1.79E-01
11.7683353,23.6609497,59.0279579,1.82E-01
11.7773275,23.6722412,59.0249939,1.88E-01
11.786314,23.6796875,59.0237083,1.89E-01
11.7952871,23.684021,59.0239334,1.95E-01
11.8042517,23.6867676,59.0205612,1.97E-01
11.8132286,23.6841125,59.0186234,2.05E-01
11.8222075,23.6828613,59.0003014,2.11E-01
11.8311472,23.6750793,58.9904709,2.17E-01
11.8400965,23.6643066,58.9764786,2.19E-01
11.8490267,23.6488647,58.9590149,2.26E-01
11.8579493,23.6263733,58.9429398,2.39E-01
11.8668394,23.5980835,58.9212837,2.48E-01
11.8757038,23.5663452,58.893364,2.59E-01
11.8845873,23.533783,58.8604507,2.79E-01
11.8934774,23.4994202,58.8612213,2.93E-01
11.9023752,23.475708,58.8578835,3.15E-01
11.9113255,23.4595337,58.8903313,3.28E-01
11.92027,23.4609375,58.9115028,3.42E-01
11.9292154,23.4885864,58.9616432,3.68E-01
11.9381399,23.5174561,59.0330849,3.91E-01
11.9470501,23.5351562,59.1301308,4.19E-01
11.955965,23.5050964,59.0551567,4.46E-01
11.9649038,23.3880005,58.969368,4.72E-01
11.9738731,23.2106934,58.8217964,4.92E-01
11.982873,22.9600525,58.5330849,5.09E-01
11.9918623,22.6211548,58.0871239,5.29E-01
12.0008221,22.2461548,57.5115433,5.50E-01
12.0097399,21.8805542,56.9309349,5.73E-01
12.0186329,21.5980835,56.41325,5.98E-01
12.0275497,21.427063,56.0888596,6.20E-01
12.0365238,21.3719788,55.9863396,6.43E-01
12.0455294,21.3936768,56.078476,6.62E-01
12.0545244,21.4568787,56.250782,6.83E-01
12.0635347,21.5382385,56.4557953,6.98E-01
12.0725365,21.6140137,56.6575699,7.07E-01
12.0815125,21.6965942,56.8088112,7.15E-01
12.0904799,21.7916565,56.9388046,7.15E-01
12.0994492,21.8979797,57.0257187,7.14E-01
12.1084175,22.0117493,57.1337357,7.14E-01
12.1173677,22.117157,57.226635,7.10E-01
12.1263208,22.1933594,57.2902145,7.14E-01
12.1352806,22.2315979,57.3142586,7.14E-01
12.1442118,22.2539673,57.2961159,7.12E-01
12.1531363,22.243988,57.3146744,7.11E-01
12.162075,22.2615662,57.3121147,7.05E-01
12.1710138,22.2771606,57.3901176,6.95E-01
12.1799631,22.3049316,57.4791794,6.97E-01
12.1889038,22.3179626,57.5458298,6.89E-01
12.1978321,22.3312378,57.6330719,6.77E-01
12.2067528,22.3171692,57.6425552,6.65E-01
12.2157001,22.2911377,57.5573502,6.50E-01
12.2246504,22.2683411,57.4550705,6.29E-01
12.2335749,22.2315674,57.3378563,6.08E-01
12.2424917,22.1821289,57.2017212,5.80E-01
12.2514124,22.1397705,57.0775909,5.54E-01
12.2603235,22.0845947,56.8731308,5.20E-01
12.2692213,21.9628906,56.6590958,4.98E-01
12.2781391,21.818634,56.4280014,4.74E-01
12.2870893,21.6586609,56.2049217,4.57E-01
12.2960682,21.5144043,56.0278244,4.47E-01
12.3050623,21.418335,55.9330711,4.38E-01
12.3140278,21.394989,55.9564133,4.38E-01
12.3229895,21.4499817,56.1018524,4.50E-01
12.3319769,21.5887756,56.3919067,4.72E-01
12.3409729,21.8088684,56.7529068,4.98E-01
12.3499556,22.0671082,57.1243286,5.29E-01
12.3589268,22.3305664,57.4659691,5.59E-01
12.3679104,22.5628967,57.7477455,5.88E-01
12.3769112,22.7535706,57.9758339,6.10E-01
12.3858824,22.9031677,58.1586418,6.29E-01
12.3948851,23.0223083,58.3148232,6.37E-01
12.4038935,23.1175232,58.4527512,6.39E-01
12.4128933,23.1899719,58.5938644,6.37E-01
12.4219055,23.2539368,58.7100372,6.30E-01
12.4309158,23.3110962,58.8131599,6.22E-01
12.4399157,23.3583679,58.8875885,6.14E-01
12.4488993,23.3875732,58.9493752,6.10E-01
12.4578972,23.3930664,58.9659996,6.06E-01
12.4668522,23.382843,58.8714714,6.04E-01
12.4757586,23.342926,58.7777977,6.02E-01
12.4846449,23.2567444,58.71064,6.00E-01
12.4935904,23.1512146,58.5707741,6.01E-01
12.5024853,23.0346985,58.4071274,6.04E-01
12.511384,22.951355,58.2165184,6.10E-01
12.5203257,22.8710022,58.0928726,6.11E-01
12.529274,22.80896,58.0351219,6.12E-01
12.5382547,22.7670898,57.9835014,6.11E-01
12.5472174,22.7393494,57.9429741,6.11E-01
12.5561457,22.7235107,57.9284058,6.08E-01
12.5650892,22.7280273,57.9365921,6.01E-01
12.5740747,22.7331543,57.9388084,6.00E-01
12.5830593,22.7371521,57.9350471,5.98E-01
12.5920305,22.7459717,57.9241333,5.93E-01
12.6009827,22.7492981,57.9012871,5.86E-01
12.6099186,22.740387,57.8636627,5.81E-01
12.6188631,22.723053,57.8177109,5.74E-01
12.6278582,22.7020874,57.7700119,5.65E-01
12.6368628,22.6840515,57.7457771,5.56E-01
12.6458597,22.6827087,57.7389297,5.49E-01
12.6548185,22.6901855,57.7759972,5.39E-01
12.6637249,22.7140503,57.8604584,5.30E-01
12.6726093,22.7601624,57.9807091,5.19E-01
12.6815233,22.8291931,58.1048241,5.10E-01
12.6904116,22.9201355,58.2273903,4.98E-01
12.6993036,23.0286255,58.3400726,4.90E-01
12.7082062,23.1499329,58.432663,4.82E-01
12.7170715,23.2705078,58.5102501,4.74E-01
12.7260275,23.3806152,58.5686874,4.68E-01
12.7350283,23.4725647,58.5974464,4.60E-01
12.7440023,23.5353394,58.6206627,4.52E-01
12.7529335,23.5671082,58.6389732,4.46E-01
12.7618217,23.568634,58.6537056,4.43E-01
12.7707043,23.5447083,58.6709633,4.41E-01
12.7796087,23.5006714,58.6892433,4.42E-01
12.7885618,23.4436646,58.7020798,4.41E-01
12.797471,23.3825989,58.7115784,4.39E-01
12.8063822,23.3241577,58.7029457,4.33E-01
12.8153152,23.2710266,58.694046,4.25E-01
12.8242512,23.2299194,58.6804466,4.13E-01
12.833189,23.2071533,58.6681175,3.98E-01
12.8421459,23.2084961,58.6723785,3.81E-01
12.8511515,23.2299194,58.6977005,3.60E-01
12.8601866,23.2698364,58.7421188,3.42E-01
12.8692179,23.3243103,58.8024216,3.30E-01
12.8782244,23.3866882,58.8789749,3.25E-01
12.8872252,23.4519043,58.9496078,3.29E-01
12.8962669,23.5142822,59.013092,3.42E-01
12.9053068,23.5722961,59.0703354,3.58E-01
12.9143381,23.6260681,59.1223488,3.71E-01
12.9233503,23.6790161,59.1687431,3.91E-01
12.9323196,23.7340088,59.219223,4.07E-01
12.9412279,23.7964172,59.267498,4.23E-01
12.9501095,23.8669128,59.3219986,4.30E-01
12.9590378,23.9458313,59.3961296,4.35E-01
12.9679432,24.0346985,59.477932,4.44E-01
12.9768581,24.1329651,59.5606918,4.44E-01
12.9858255,24.2300415,59.6401024,4.40E-01
12.9948063,24.3288269,59.7092552,4.42E-01
13.0037842,24.4248962,59.7673759,4.43E-01
13.0127497,24.513916,59.8147888,4.42E-01
13.0217037,24.5953674,59.8539696,4.43E-01
13.030652,24.668335,59.8824615,4.43E-01
13.0395632,24.730896,59.9074287,4.42E-01
13.0485086,24.7791443,59.9224167,4.40E-01
13.0574522,24.8148499,59.9280052,4.36E-01
13.066391,24.8387756,59.9305687,4.33E-01
13.075387,24.8546753,59.9294205,4.34E-01
13.0843954,24.8644104,59.9297829,4.31E-01
13.0934143,24.8709412,59.9245911,4.28E-01
13.1024027,24.8746948,59.919693,4.25E-01
13.1113462,24.8763733,59.9207039,4.18E-01
13.120286,24.8784485,59.9253845,4.12E-01
13.1292782,24.8829041,59.9310875,4.04E-01
13.1383142,24.8881836,59.9421616,3.99E-01
13.1473227,24.8966675,59.9512711,3.94E-01
13.1563187,24.9053955,59.9636269,3.88E-01
13.165329,24.9142761,59.9752846,3.83E-01
13.174346,24.9227905,59.988739,3.77E-01
13.1833477,24.9309998,60.0027199,3.71E-01
13.1923285,24.937561,60.0194168,3.68E-01
13.201293,24.9420166,60.0389595,3.64E-01
13.2102423,24.9465637,60.054081,3.60E-01
13.2191906,24.9508667,60.0658646,3.56E-01
13.2281418,24.9552917,60.0737038,3.52E-01
13.2371206,24.9591064,60.0819702,3.49E-01
13.2461147,24.9634399,60.0894165,3.48E-01
13.2550974,24.9671326,60.0975113,3.45E-01
13.2640562,24.9729614,60.0975876,3.44E-01
13.2730131,24.9779968,60.0978661,3.44E-01
13.2819862,24.9823608,60.0995064,3.44E-01
13.2909765,24.9866638,60.0978546,3.46E-01
13.3000202,24.991272,60.0873528,3.47E-01
13.3090563,24.9925842,60.0825386,3.48E-01
13.3180618,24.9932861,60.0834351,3.49E-01
13.3270617,24.9933472,60.0892944,3.52E-01
13.3360825,24.9936523,60.0981789,3.53E-01
13.3451405,24.9949646,60.110218,3.53E-01
13.3542089,24.9983826,60.1214905,3.54E-01
13.3632908,25.0025024,60.1331367,3.55E-01
13.3723841,25.0081482,60.1390915,3.56E-01
13.3814726,25.0131226,60.1461639,3.55E-01
13.3905449,25.0162659,60.1525803,3.55E-01
13.3995867,25.0185242,60.1496887,3.54E-01
13.4086275,25.0167847,60.1410942,3.55E-01
13.4176512,25.0088196,60.1261139,3.56E-01
13.4266624,24.9928894,60.1009026,3.57E-01
13.4357004,24.9629517,60.0727386,3.56E-01
13.444726,24.9199829,60.0373917,3.56E-01
13.4537725,24.8617249,59.9941063,3.59E-01
13.4628239,24.7857361,59.9433899,3.59E-01
13.4718599,24.6899414,59.8868141,3.60E-01
13.4808722,24.5781555,59.8130569,3.63E-01
13.4898577,24.4501343,59.7254677,3.65E-01
13.4988441,24.3059998,59.6231537,3.67E-01
13.5078268,24.1494446,59.5047073,3.66E-01
13.5168076,23.9846191,59.3729897,3.66E-01
13.5257854,23.8175964,59.2290039,3.64E-01
13.5347662,23.6583557,59.0747223,3.62E-01
13.5437441,23.513031,58.9196129,3.61E-01
13.5527239,23.3750305,58.7762718,3.60E-01
13.5617037,23.2484741,58.6495056,3.59E-01
13.5706682,23.1390381,58.5333328,3.54E-01
13.5796108,23.0485229,58.4398079,3.49E-01
13.5885487,22.9793091,58.3671646,3.46E-01
13.5975027,22.9359131,58.3106575,3.43E-01
13.606473,22.92453,58.2847404,3.41E-01
13.615448,22.9346313,58.2802124,3.40E-01
13.6244202,22.9709473,58.3084984,3.40E-01
13.6334,23.0338745,58.3712883,3.45E-01
13.6423988,23.1257019,58.4625587,3.52E-01
13.6513901,23.243042,58.5604591,3.56E-01
13.6603832,23.3734741,58.6849518,3.63E-01
13.6693735,23.5155029,58.8653107,3.63E-01
13.6783686,23.6639709,59.0128975,3.66E-01
13.6873465,23.8187256,59.157753,3.70E-01
13.696332,23.9701538,59.2951584,3.74E-01
13.7053471,24.1126709,59.4087906,3.79E-01
13.7143574,24.2307129,59.5057182,3.83E-01
13.7233686,24.3331604,59.5925026,3.85E-01
13.7323952,24.4006958,59.6564484,3.86E-01
13.7414322,24.4599609,59.7122498,3.86E-01
13.750473,24.51474,59.7258987,3.84E-01
13.7595062,24.565979,59.7535553,3.79E-01
13.7684917,24.5921631,59.7938461,3.76E-01
13.7774534,24.6013184,59.8287125,3.73E-01
13.786458,24.5973511,59.8359833,3.69E-01
13.7954578,24.5777893,59.8267212,3.66E-01
13.8044214,24.5423889,59.7715149,3.60E-01
13.8134127,24.4864807,59.7406044,3.54E-01
13.822402,24.4223633,59.6950188,3.48E-01
13.8313799,24.3500366,59.6433525,3.43E-01
13.8403368,24.2737427,59.5888329,3.34E-01
13.8492832,24.1999512,59.5351868,3.25E-01
13.8582268,24.1307373,59.4901428,3.18E-01
13.8671722,24.063324,59.4564972,3.09E-01
13.8761826,23.9994812,59.4327621,3.02E-01
13.8852386,23.9527893,59.3851166,2.91E-01
13.8942795,23.9154358,59.3341827,2.84E-01
13.9032946,23.8808594,59.333004,2.77E-01
13.9122791,23.8625488,59.3374672,2.72E-01
13.9212656,23.8606873,59.3505325,2.70E-01
13.9302397,23.872406,59.3718529,2.70E-01
13.9391661,23.8956299,59.3998489,2.71E-01
13.9480753,23.9326477,59.4267731,2.71E-01
13.9569979,23.9777222,59.457653,2.72E-01
13.9659462,24.0211182,59.5087776,2.77E-01
13.9749088,24.0682373,59.5234947,2.83E-01
13.9838448,24.1124268,59.5789833,2.88E-01
13.9927826,24.1601562,59.6114807,2.92E-01
14.0017529,24.2026062,59.6286011,2.95E-01
14.0106955,24.2356567,59.6360626,2.99E-01
14.0196199,24.258728,59.6287727,3.01E-01
14.0285397,24.2679749,59.6125259,3.02E-01
14.0374622,24.2605896,59.6011658,3.03E-01
14.0463924,24.2409668,59.5867081,3.03E-01
14.0552931,24.1911316,59.6186447,3.03E-01
14.064167,24.1347046,59.5611382,3.01E-01
14.0730495,24.0728455,59.500576,3.02E-01
14.0819941,23.993988,59.411293,3.01E-01
14.0909281,23.9226379,59.2696075,2.98E-01
14.0998669,23.8354492,59.1879349,2.99E-01
14.1088324,23.7372131,59.0831299,2.97E-01
14.1178055,23.6260376,58.9775963,2.99E-01
14.1267548,23.5048218,58.8612251,2.99E-01
14.1356754,23.3742676,58.7338333,3.04E-01
14.1445866,23.2420959,58.5731201,3.10E-01
14.1535692,23.1051941,58.4256935,3.14E-01
14.1625824,22.9498291,58.2428932,3.19E-01
14.1715889,22.7803955,58.0422211,3.26E-01
14.1806002,22.605072,57.8218231,3.31E-01
14.1896009,22.4281006,57.572998,3.37E-01
14.1986017,22.2644958,57.3424034,3.41E-01
14.2075758,22.127594,57.1448746,3.46E-01
14.2165279,22.0301514,56.9890213,3.49E-01
14.2254772,21.9776001,56.8998871,3.52E-01
14.234416,21.9698181,56.8958282,3.55E-01
14.2433586,22.019928,56.9818153,3.57E-01
14.252327,22.1273804,57.16539,3.63E-01
14.2613287,22.285553,57.4149017,3.70E-01
14.2703505,22.471283,57.7041931,3.78E-01
14.2793407,22.6751404,57.9854355,3.88E-01
14.2882891,22.8656616,58.2523689,3.98E-01
14.297224,23.0206604,58.4472542,4.09E-01
14.3061571,23.1303406,58.6020279,4.20E-01
14.315094,23.2211914,58.7102585,4.31E-01
14.3240728,23.2913208,58.7863083,4.43E-01
14.333087,23.3311157,58.8196526,4.51E-01
14.3421135,23.3657227,58.8780327,4.57E-01
14.3511314,23.386261,58.8988724,4.61E-01
14.3601646,23.4053955,58.9104881,4.61E-01
14.3691893,23.4071045,58.9197998,4.61E-01
14.3782206,23.3946533,58.9204979,4.64E-01
14.3872757,23.3769836,58.9246216,4.64E-01
14.3962936,23.3609314,58.9234467,4.61E-01
14.4053087,23.3493347,58.9262428,4.60E-01
14.4143476,23.3325195,58.9045944,4.60E-01
14.4233656,23.3099976,58.8783798,4.59E-01
14.4323616,23.2869873,58.8442879,4.57E-01
14.4413557,23.2680664,58.8118019,4.54E-01
14.4503555,23.2518616,58.7812653,4.54E-01
14.4593334,23.237915,58.749794,4.51E-01
14.4682961,23.2236328,58.7185326,4.50E-01
14.4772873,23.2088928,58.682209,4.47E-01
14.486311,23.1917114,58.6392593,4.49E-01
14.4953423,23.1708679,58.5832787,4.49E-01
14.5043592,23.1435242,58.5140038,4.48E-01
14.5133877,23.106842,58.4307251,4.50E-01
14.5224085,23.0630798,58.3364372,4.51E-01
14.5313902,23.0145569,58.2307053,4.51E-01
14.540329,22.9650879,58.1244164,4.53E-01
14.5492506,22.9187927,58.0330086,4.53E-01
14.558157,22.8817444,57.9693375,4.53E-01
14.5670576,22.8626404,57.9387321,4.51E-01
14.575964,22.8638611,57.9476433,4.51E-01
14.5848904,22.8867798,57.9951591,4.46E-01
14.5938301,22.930481,58.0760078,4.46E-01
14.6027975,22.9912415,58.1626244,4.45E-01
14.6117659,23.0531311,58.2667656,4.50E-01
14.6207161,23.1162109,58.3499985,4.57E-01
14.629611,23.1689758,58.4363098,4.64E-01
14.638526,23.2033997,58.4938889,4.74E-01
14.6475258,23.200531,58.5128708,4.84E-01
14.6565256,23.1479492,58.4759712,4.92E-01
14.665494,23.0491943,58.3720093,4.96E-01
14.6744385,22.913147,58.209938,5.02E-01
14.6833649,22.7528687,58.0019188,5.05E-01
14.6923065,22.5840149,57.7670593,5.06E-01
14.701273,22.4284973,57.5461693,5.03E-01
14.7102652,22.3015442,57.362896,4.93E-01
14.7192335,22.2064514,57.2305031,4.83E-01
14.7281952,22.1365662,57.1414871,4.72E-01
14.7371998,22.0997925,57.1151962,4.66E-01
14.7461882,22.1239319,57.0479927,4.54E-01
14.7551546,22.1665649,57.0857697,4.42E-01
14.7641039,22.2709961,57.2279434,4.30E-01
14.7730398,22.3734436,57.3812904,4.16E-01
14.7819691,22.473877,57.5669479,4.06E-01
14.7909079,22.5377502,57.7591972,3.97E-01
14.7998543,22.6036987,57.8687057,3.87E-01
14.8088093,22.6698303,57.9409714,3.79E-01
14.8177691,22.7315979,58.0215034,3.75E-01
14.8267288,22.7942505,58.0968018,3.73E-01
14.8356905,22.8918762,58.1266098,3.72E-01
14.8446522,22.952301,58.2337914,3.70E-01
14.8536253,22.9719849,58.2640457,3.69E-01
14.8626146,22.9802246,58.2743416,3.70E-01
14.871624,22.9749756,58.2796326,3.71E-01
14.8806448,22.9553528,58.2641525,3.73E-01
14.889678,22.9208679,58.2185974,3.75E-01
14.8987074,22.8710938,58.1400375,3.75E-01
14.9077196,22.8104553,58.0299911,3.75E-01
14.9167175,22.7441406,57.9028053,3.73E-01
14.9257193,22.6774292,57.7692375,3.67E-01
14.9347143,22.6131592,57.6451225,3.61E-01
14.9436874,22.5537109,57.5432167,3.55E-01
14.9526558,22.5027466,57.4765015,3.47E-01
14.961627,22.4658813,57.4324951,3.37E-01
14.9705791,22.4429016,57.4174881,3.24E-01
14.9795475,22.4350281,57.434761,3.11E-01
14.9885035,22.4454956,57.4807358,2.99E-01
14.9974442,22.4829712,57.6086388,2.92E-01
15.0063667,22.543396,57.7187309,2.82E-01
15.0152826,22.6118774,57.7977371,2.77E-01
15.0242023,22.6748657,57.9428482,2.70E-01
15.0331154,22.7468262,58.1044693,2.66E-01
15.0420532,22.8233032,58.2645607,2.63E-01
15.051054,22.8963623,58.4000893,2.61E-01
15.0601006,22.9632263,58.5583496,2.60E-01
15.0691519,23.0091858,58.6330109,2.62E-01
15.0781612,23.0295715,58.645153,2.68E-01
15.0871649,23.0303955,58.673275,2.75E-01
15.0961876,22.9866333,58.5388832,2.85E-01
15.1051769,22.9136963,58.3507881,2.97E-01
15.1141186,22.821167,58.2907982,3.08E-01
15.1230154,22.7215271,58.2092361,3.19E-01
15.1318979,22.6368103,58.0761147,3.33E-01
15.1407776,22.5578918,57.9070091,3.39E-01
15.149683,22.4766541,57.722908,3.48E-01
15.1586246,22.3978882,57.5196075,3.58E-01
15.1675997,22.3259888,57.3298645,3.65E-01
15.1766109,22.2636414,57.2201538,3.72E-01
15.1856375,22.2160034,57.176899,3.75E-01
15.1946926,22.1809387,57.253521,3.75E-01
15.2037106,22.1637878,57.241394,3.76E-01
15.2126722,22.1693115,57.2337494,3.73E-01
15.2216263,22.2008667,57.2969017,3.70E-01
15.2305698,22.2590637,57.452404,3.67E-01
15.2395153,22.3648682,57.5997467,3.61E-01
15.2484865,22.4720764,57.7749901,3.57E-01
15.2574615,22.5683899,57.9906693,3.54E-01
15.2664022,22.6713562,58.1253777,3.51E-01
15.2753639,22.7746277,58.2532692,3.50E-01
15.2843628,22.8856506,58.3941154,3.50E-01
15.2933655,23.0025635,58.5552635,3.50E-01
15.3023748,23.135376,58.6597672,3.53E-01
15.3113508,23.2536316,58.7035484,3.59E-01
15.3202982,23.405426,58.7797813,3.68E-01
15.3292542,23.5661926,58.9586487,3.79E-01
15.3382511,23.7289124,59.1212387,3.89E-01
15.3472805,23.8797913,59.2589874,4.01E-01
15.3562737,23.9958496,59.3591919,4.12E-01
15.3652468,24.0651245,59.4252892,4.21E-01
15.3742514,24.0849304,59.4440117,4.32E-01
15.3832674,24.0486755,59.4198341,4.43E-01
15.3922386,23.9517822,59.3911514,4.55E-01
15.4011669,23.8012085,59.3162727,4.70E-01
15.4100618,23.5937195,59.2028618,4.81E-01
15.418931,23.3501892,59.0252686,4.95E-01
15.4277945,23.114624,58.7079353,5.09E-01
15.4366684,22.8844299,58.3977356,5.19E-01
15.4455633,22.6622925,58.0603943,5.26E-01
15.4544916,22.4562073,57.7115059,5.37E-01
15.4635105,22.2740479,57.3794708,5.51E-01
15.4725351,22.1466064,57.1344261,5.68E-01
15.481555,22.0848083,56.9937096,5.83E-01
15.4905605,22.1056519,57.016964,6.01E-01
15.4995289,22.1804199,57.1830635,6.14E-01
15.5085058,22.3205261,57.4705849,6.24E-01
15.5174894,22.5169067,57.8299866,6.29E-01
15.5264139,22.7072449,58.1609497,6.31E-01
15.5353012,22.8762512,58.4421921,6.32E-01
15.5441608,23.0125122,58.6532364,6.34E-01
15.5530052,23.1296997,58.8155975,6.35E-01
15.5619068,23.2119751,58.9174347,6.39E-01
15.5708809,23.24646,58.9458656,6.40E-01
15.5798531,23.2173157,58.8708344,6.41E-01
15.5888357,23.1331482,58.7547188,6.41E-01
15.5978355,23.046051,58.6042404,6.35E-01
15.6068554,22.9431152,58.4379654,6.28E-01
15.6158333,22.8265686,58.2579002,6.19E-01
15.6247778,22.7033386,58.0663147,6.08E-01
15.6337166,22.5913696,57.8883667,5.98E-01
15.6427145,22.4984741,57.745491,5.87E-01
15.6517124,22.4271851,57.5540771,5.74E-01
15.6606655,22.348114,57.5389633,5.67E-01
15.6695871,22.3190918,57.6186104,5.63E-01
15.6785154,22.3370667,57.7625618,5.66E-01
15.6874657,22.3921204,57.9434586,5.72E-01
15.6964293,22.4699402,58.105629,5.84E-01
15.7053871,22.5603027,58.1807785,6.05E-01
15.7143402,22.6480408,58.1751099,6.28E-01
15.723299,22.7196655,58.1101303,6.59E-01
15.7322731,22.7687378,58.0148926,6.94E-01
15.7412586,22.7854614,57.9645691,7.23E-01
15.7502508,22.781311,57.9679832,7.47E-01
15.7592268,22.76474,58.0251083,7.63E-01
15.7681427,22.7398376,58.0951042,7.66E-01
15.7769852,22.7052307,58.1126022,7.59E-01
15.7858076,22.6483459,58.0647545,7.47E-01
15.7946453,22.5647583,57.9337463,7.24E-01
15.8035288,22.4568481,57.7277374,6.94E-01
15.8124685,22.3364258,57.4786911,6.64E-01
15.8213787,22.2106628,57.2335472,6.29E-01
15.8302546,22.0808411,57.0199661,5.98E-01
15.8391495,21.966095,56.8177032,5.64E-01
