Time (s),Temp (C),RH (%), v (m/s),,,
49.0830879,23.6230774,59.0283585,1.45E-01,,,
49.0920639,23.6243896,59.0307236,1.45E-01,,,
49.1010399,23.6256714,59.0334663,1.45E-01,,,
49.1100121,23.6268921,59.036644,1.45E-01,,,
49.1189804,23.6283875,59.0389786,1.44E-01,,,
49.1279793,23.629364,59.0437355,1.45E-01,,,
49.136982,23.6305542,59.0487175,1.46E-01,,,
49.1459961,23.6321411,59.0531578,1.46E-01,,,
49.1550179,23.6340332,59.0579529,1.47E-01,,,
49.1640625,23.6360779,59.0633049,1.48E-01,,,
49.1731148,23.6382751,59.0692291,1.48E-01,,,
49.1821671,23.6413879,59.0732918,1.49E-01,,,
49.1912079,23.6444092,59.0784912,1.50E-01,,,
49.2002335,23.6480713,59.082325,1.51E-01,,,
49.2092476,23.6513672,59.0874748,1.51E-01,,,
49.2182655,23.6550293,59.0918732,1.52E-01,,,
49.2273026,23.6589355,59.0958061,1.51E-01,,,
49.2363319,23.6631165,59.098999,1.52E-01,,,
49.2453346,23.666687,59.1036148,1.53E-01,,,
49.2543182,23.6705627,59.1071014,1.53E-01,,,
49.2633171,23.674469,59.1099548,1.54E-01,,,
49.2723465,23.6776428,59.1144257,1.54E-01,,,
49.2813339,23.6808472,59.1179848,1.54E-01,,,
49.2902794,23.6841431,59.1198273,1.55E-01,,,
49.2992058,23.686676,59.1220741,1.56E-01,,,
49.3081207,23.6888428,59.1242294,1.57E-01,,,
49.3170357,23.6907349,59.1253929,1.57E-01,,,
49.3259468,23.6920471,59.126152,1.57E-01,,,
49.3348923,23.6931152,59.1261101,1.57E-01,,,
49.3438454,23.6934814,59.1262741,1.57E-01,,,
49.3527946,23.6940308,59.1241951,1.57E-01,,,
49.3617897,23.694458,59.1209946,1.57E-01,,,
49.3708267,23.6944885,59.118187,1.57E-01,,,
49.3798485,23.6940002,59.1157036,1.57E-01,,,
49.3888321,23.6933289,59.1129303,1.57E-01,,,
49.3978271,23.6930237,59.1082878,1.57E-01,,,
49.4068298,23.691925,59.1053963,1.57E-01,,,
49.4158401,23.6911316,59.1007042,1.56E-01,,,
49.424839,23.6907959,59.0944633,1.56E-01,,,
49.4337959,23.6898804,59.0893669,1.55E-01,,,
49.4427338,23.6892395,59.0828171,1.55E-01,,,
49.4517059,23.6877747,59.0780869,1.55E-01,,,
49.4606857,23.6864014,59.073101,1.54E-01,,,
49.4696159,23.6854858,59.0668755,1.53E-01,,,
49.4785538,23.6838074,59.0625229,1.53E-01,,,
49.4875259,23.6824951,59.057785,1.52E-01,,,
49.496521,23.6808472,59.0536728,1.51E-01,,,
49.5055466,23.6794739,59.049427,1.50E-01,,,
49.5145988,23.6777954,59.0463753,1.49E-01,,,
49.5236588,23.6769409,59.0407715,1.48E-01,,,
49.5327225,23.6759949,59.0365753,1.46E-01,,,
49.5417824,23.6750793,59.033596,1.45E-01,,,
49.5508308,23.6741943,59.0314026,1.43E-01,,,
49.5598526,23.6732788,59.0303192,1.42E-01,,,
49.5688858,23.6726685,59.0296097,1.40E-01,,,
49.5779343,23.6720276,59.0296021,1.39E-01,,,
49.5870018,23.6710205,59.0319443,1.37E-01,,,
49.5960541,23.6705933,59.0335312,1.35E-01,,,
49.6050987,23.6702271,59.0365334,1.34E-01,,,
49.6141281,23.6700134,59.040535,1.32E-01,,,
49.6231461,23.6699829,59.0455284,1.31E-01,,,
49.6321602,23.6703186,59.0503273,1.29E-01,,,
49.6411476,23.67099,59.0550079,1.27E-01,,,
49.6501389,23.6713562,59.0614243,1.25E-01,,,
49.6591568,23.6723022,59.0666695,1.24E-01,,,
49.66819,23.6733093,59.0732384,1.23E-01,,,
49.6772346,23.6748657,59.078701,1.21E-01,,,
49.6862679,23.6762085,59.0856323,1.19E-01,,,
49.6952782,23.6777039,59.0924911,1.18E-01,,,
49.7042923,23.6789551,59.1003532,1.16E-01,,,
49.7133026,23.6805725,59.1071739,1.15E-01,,,
49.7222939,23.6813965,59.1154823,1.15E-01,,,
49.7312737,23.682373,59.1224785,1.14E-01,,,
49.7402496,23.6826172,59.1298523,1.13E-01,,,
49.7492142,23.6829224,59.1350021,1.14E-01,,,
49.7581863,23.6825562,59.1400146,1.14E-01,,,
49.7671852,23.682251,59.1428108,1.13E-01,,,
49.7762146,23.681427,59.1443901,1.13E-01,,,
49.785244,23.6807861,59.142231,1.14E-01,,,
49.7942696,23.6796875,59.1384659,1.14E-01,,,
49.8032837,23.6786194,59.1324081,1.15E-01,,,
49.8122826,23.6770935,59.1248741,1.15E-01,,,
49.8212662,23.6749268,59.1159897,1.16E-01,,,
49.8302612,23.6713867,59.1100273,1.16E-01,,,
49.8392677,23.6684875,59.1011467,1.16E-01,,,
49.8482971,23.6653137,59.0919952,1.17E-01,,,
49.8573456,23.6612854,59.0821609,1.18E-01,,,
49.866394,23.65802,59.0644608,1.19E-01,,,
49.8754616,23.6548462,59.0404167,1.19E-01,,,
49.8845482,23.6511536,59.0187531,1.20E-01,,,
49.8936386,23.6472168,59.0049858,1.21E-01,,,
49.9026985,23.6438293,58.9914856,1.22E-01,,,
49.9117622,23.6405029,58.9787712,1.22E-01,,,
49.9208336,23.6377869,58.9657555,1.23E-01,,,
49.929882,23.6350403,58.9540672,1.24E-01,,,
49.9389381,23.633606,58.9405785,1.26E-01,,,
49.9479866,23.6324768,58.9288406,1.27E-01,,,
49.9570312,23.6323547,58.9151306,1.29E-01,,,
49.9660454,23.6331482,58.9032898,1.30E-01,,,
49.9750366,23.636261,58.890213,1.30E-01,,,
49.9840431,23.6400146,58.8832207,1.31E-01,,,
49.9930763,23.6452026,58.880394,1.32E-01,,,
50.0021057,23.6513977,58.8809624,1.33E-01,,,
50.0111313,23.6589966,58.8829269,1.33E-01,,,
50.0201454,23.667511,58.8856773,1.33E-01,,,
50.0291443,23.6766663,58.8901062,1.34E-01,,,
50.0381508,23.6873474,58.8964996,1.35E-01,,,
50.0471725,23.6990967,58.9062157,1.36E-01,,,
50.0562401,23.7129517,58.9148178,1.38E-01,,,
50.0652885,23.727417,58.9275589,1.39E-01,,,
50.0743141,23.7396545,58.9532509,1.40E-01,,,
50.0833092,23.7522278,58.9747734,1.40E-01,,,
50.092289,23.7661743,58.9886322,1.42E-01,,,
50.1012878,23.7805786,59.0019417,1.44E-01,,,
50.1103134,23.796051,59.0140152,1.45E-01,,,
50.1193771,23.8154907,59.0151978,1.46E-01,,,
50.128437,23.8341064,59.0251732,1.48E-01,,,
50.1374931,23.8486938,59.0585175,1.50E-01,,,
50.146534,23.8635864,59.0797615,1.51E-01,,,
50.1555367,23.8783875,59.0968742,1.52E-01,,,
50.164505,23.8923645,59.1137886,1.54E-01,,,
50.1734734,23.9057617,59.1295891,1.56E-01,,,
50.1824417,23.9179382,59.1456947,1.56E-01,,,
50.1914253,23.9298706,59.1575928,1.57E-01,,,
50.2004547,23.9405823,59.1699829,1.58E-01,,,
50.2095032,23.9491882,59.18367,1.60E-01,,,
50.2185478,23.9555054,59.1958237,1.61E-01,,,
50.2276001,23.9599915,59.2043457,1.63E-01,,,
50.2366409,23.9616089,59.2108192,1.65E-01,,,
50.2456779,23.960022,59.2159081,1.66E-01,,,
50.2547112,23.9539185,59.2240562,1.66E-01,,,
50.2637367,23.9453735,59.2259407,1.67E-01,,,
50.2727432,23.9332275,59.2242432,1.67E-01,,,
50.2817192,23.9177246,59.2210693,1.68E-01,,,
50.2907028,23.8998718,59.20998,1.68E-01,,,
50.2997208,23.8795776,59.1935577,1.69E-01,,,
50.3087807,23.856781,59.1734161,1.69E-01,,,
50.3178444,23.8320618,59.1504707,1.69E-01,,,
50.326889,23.8038635,59.131916,1.68E-01,,,
50.3359222,23.7757568,59.1080322,1.68E-01,,,
50.3449669,23.7474365,59.0841942,1.68E-01,,,
50.3539925,23.7191162,59.0613441,1.68E-01,,,
50.3629875,23.6923523,59.0378265,1.68E-01,,,
50.3719711,23.6722717,59.0033226,1.68E-01,,,
50.3809662,23.657959,58.9692192,1.68E-01,,,
50.3899841,23.6480103,58.9340134,1.68E-01,,,
50.3990059,23.6428223,58.9023705,1.67E-01,,,
50.4080353,23.6416931,58.879982,1.67E-01,,,
50.4170761,23.6442871,58.8672333,1.66E-01,,,
50.426136,23.6499634,58.8642998,1.66E-01,,,
50.4351883,23.6568298,58.8707314,1.66E-01,,,
50.4442368,23.6669922,58.8723526,1.65E-01,,,
50.453289,23.6811523,58.8486366,1.64E-01,,,
50.4623528,23.6892395,58.8634682,1.63E-01,,,
50.4714012,23.6983948,58.8831253,1.62E-01,,,
50.4804382,23.7089539,58.9062691,1.61E-01,,,
50.4894753,23.7210388,58.9276199,1.60E-01,,,
50.4985046,23.7353821,58.9471207,1.59E-01,,,
50.5075188,23.7510986,58.9655457,1.58E-01,,,
50.5165253,23.7645569,58.9854774,1.58E-01,,,
50.5255318,23.7776489,59.0078697,1.56E-01,,,
50.5345497,23.7900696,59.03125,1.55E-01,,,
50.5435944,23.8016663,59.0536575,1.55E-01,,,
50.5526543,23.8127747,59.0738945,1.54E-01,,,
50.5617027,23.8221436,59.0939941,1.54E-01,,,
50.5707245,23.830719,59.111042,1.53E-01,,,
50.5797272,23.837616,59.1268616,1.53E-01,,,
50.5887184,23.8434143,59.1402779,1.52E-01,,,
50.5977287,23.8488464,59.1475906,1.53E-01,,,
50.6067696,23.8536682,59.152401,1.52E-01,,,
50.615799,23.8571777,59.1608505,1.53E-01,,,
50.6248131,23.8583374,59.1703758,1.53E-01,,,
50.6338158,23.8581543,59.1778259,1.53E-01,,,
50.6428375,23.8569336,59.1822433,1.54E-01,,,
50.6518669,23.8536072,59.1859512,1.55E-01,,,
50.6608658,23.8486328,59.1879234,1.56E-01,,,
50.6698456,23.842804,59.1864281,1.58E-01,,,
50.6787987,23.8363953,59.1816673,1.59E-01,,,
50.6877708,23.8297424,59.175293,1.60E-01,,,
50.6967926,23.8218689,59.1744919,1.61E-01,,,
50.7058334,23.8135986,59.173645,1.62E-01,,,
50.7148705,23.8052979,59.1696434,1.63E-01,,,
50.723938,23.7972107,59.1627731,1.64E-01,,,
50.7330399,23.7885132,59.1564636,1.65E-01,,,
50.7421265,23.7801514,59.1509743,1.65E-01,,,
50.7511978,23.7720947,59.1450157,1.66E-01,,,
50.7602692,23.7641296,59.1387558,1.67E-01,,,
50.769352,23.7558899,59.1342087,1.68E-01,,,
50.7784042,23.7478027,59.1305962,1.68E-01,,,
50.7874413,23.7396545,59.1287384,1.69E-01,,,
50.7964745,23.7324524,59.1246414,1.70E-01,,,
50.8055,23.7259827,59.119194,1.71E-01,,,
50.8144913,23.7205811,59.1136856,1.71E-01,,,
50.8234825,23.7157898,59.1107903,1.72E-01,,,
50.8324814,23.7116089,59.1094246,1.73E-01,,,
50.8415222,23.7087097,59.1063576,1.73E-01,,,
50.8505707,23.7070923,59.1028137,1.73E-01,,,
50.8595886,23.7062378,59.1007462,1.75E-01,,,
50.8685684,23.7057495,59.100975,1.75E-01,,,
50.8775368,23.706665,59.100811,1.75E-01,,,
50.8865395,23.7077942,59.1027908,1.75E-01,,,
50.8955269,23.7104492,59.1071205,1.76E-01,,,
50.9045219,23.7130127,59.1144791,1.76E-01,,,
50.9135284,23.7153625,59.1195526,1.75E-01,,,
50.9225616,23.7186279,59.1206436,1.76E-01,,,
50.9316101,23.7237549,59.1170197,1.75E-01,,,
50.94067,23.7290649,59.1219673,1.75E-01,,,
50.9497414,23.7349854,59.1275864,1.74E-01,,,
50.9588165,23.7406616,59.1343803,1.74E-01,,,
50.9678955,23.7469177,59.1404305,1.74E-01,,,
50.9769402,23.7524414,59.1485329,1.74E-01,,,
50.9859543,23.758606,59.1544762,1.72E-01,,,
50.9949913,23.7641907,59.1615982,1.73E-01,,,
51.0040398,23.7698059,59.168129,1.73E-01,,,
51.0130577,23.775116,59.1736565,1.72E-01,,,
51.0220833,23.7801208,59.1790314,1.71E-01,,,
51.0311394,23.7854004,59.1805229,1.72E-01,,,
51.040184,23.789978,59.1821327,1.71E-01,,,
51.0491867,23.7936096,59.1861649,1.70E-01,,,
51.0581779,23.79599,59.1929741,1.69E-01,,,
51.0671997,23.7980347,59.1977768,1.69E-01,,,
51.0762138,23.7991333,59.2037277,1.69E-01,,,
51.085228,23.8011169,59.2057228,1.68E-01,,,
51.0942421,23.8030396,59.2086983,1.67E-01,,,
51.1032639,23.8039246,59.2132683,1.67E-01,,,
51.1123047,23.8045349,59.2169533,1.67E-01,,,
51.1213799,23.8047791,59.2203331,1.66E-01,,,
51.130455,23.8045349,59.2224426,1.66E-01,,,
51.139492,23.803894,59.2244492,1.66E-01,,,
51.1484947,23.8026428,59.2269173,1.66E-01,,,
51.1575317,23.8016663,59.2280502,1.64E-01,,,
51.1665802,23.8007812,59.2278824,1.64E-01,,,
51.1756248,23.8001709,59.2259064,1.64E-01,,,
51.1846695,23.7992859,59.2248917,1.63E-01,,,
51.193718,23.7986145,59.2218475,1.62E-01,,,
51.2027245,23.7980042,59.2176132,1.63E-01,,,
51.2117119,23.7971191,59.2138824,1.63E-01,,,
51.2206917,23.7965698,59.2084808,1.63E-01,,,
51.2296753,23.7956848,59.2040138,1.63E-01,,,
51.2386818,23.7945557,59.2000008,1.62E-01,,,
51.2476807,23.7930298,59.1967812,1.63E-01,,,
51.2566795,23.7918396,59.1923485,1.62E-01,,,
51.2657204,23.7903137,59.1885376,1.62E-01,,,
51.2747879,23.7884827,59.1859932,1.62E-01,,,
51.2838478,23.7865295,59.183548,1.61E-01,,,
51.2928734,23.7845459,59.1812859,1.60E-01,,,
51.3018761,23.7829895,59.1780243,1.60E-01,,,
51.3108635,23.7813721,59.1741867,1.59E-01,,,
51.3198471,23.7800598,59.1700363,1.59E-01,,,
51.3288536,23.7789917,59.1650314,1.58E-01,,,
51.3378754,23.7783203,59.1595001,1.59E-01,,,
51.3469162,23.7769775,59.1565208,1.59E-01,,,
51.3559837,23.7767029,59.1507263,1.58E-01,,,
51.3650703,23.7756958,59.1473274,1.57E-01,,,
51.374157,23.7750244,59.1435318,1.56E-01,,,
51.3832321,23.7743835,59.1402817,1.55E-01,,,
51.3922844,23.7739563,59.1375999,1.53E-01,,,
51.4013214,23.7737732,59.1348305,1.51E-01,,,
51.4103699,23.7734985,59.1332321,1.51E-01,,,
51.419426,23.7734375,59.1307716,1.48E-01,,,
51.4284744,23.7734985,59.1288071,1.45E-01,,,
51.4375191,23.7739868,59.1261635,1.44E-01,,,
51.4465408,23.7738647,59.12603,1.43E-01,,,
51.4555702,23.7742004,59.1248627,1.42E-01,,,
51.4646301,23.7742615,59.1249161,1.41E-01,,,
51.47369,23.774353,59.1252403,1.40E-01,,,
51.4827423,23.7749939,59.1233025,1.40E-01,,,
51.4917755,23.7757263,59.1212273,1.40E-01,,,
51.5008011,23.7767334,59.1207581,1.39E-01,,,
51.509819,23.7767029,59.1240158,1.38E-01,,,
51.5188332,23.7761841,59.1270866,1.37E-01,,,
51.5278397,23.7760925,59.130127,1.36E-01,,,
51.5368919,23.7763062,59.1327896,1.35E-01,,,
51.5459633,23.7767944,59.1354828,1.35E-01,,,
51.5550575,23.7770386,59.1393814,1.34E-01,,,
51.5641518,23.7778625,59.1422081,1.33E-01,,,
51.573246,23.7783203,59.1462212,1.33E-01,,,
51.5823441,23.7789307,59.1504173,1.33E-01,,,
51.591423,23.7801819,59.153019,1.32E-01,,,
51.6004982,23.7810669,59.1568604,1.31E-01,,,
51.6095657,23.782135,59.1603699,1.31E-01,,,
51.6186295,23.7837219,59.1622353,1.31E-01,,,
51.6276741,23.7854004,59.1643753,1.31E-01,,,
51.6367035,23.7875671,59.1649399,1.29E-01,,,
51.6457176,23.789917,59.1651726,1.29E-01,,,
51.6547279,23.7922974,59.165554,1.29E-01,,,
51.6637573,23.7949219,59.1647491,1.29E-01,,,
51.672802,23.7979126,59.1624756,1.29E-01,,,
51.6818581,23.8008423,59.1608696,1.30E-01,,,
51.6909065,23.8040771,59.1579857,1.30E-01,,,
51.6999397,23.807251,59.155529,1.31E-01,,,
51.7089539,23.8102112,59.1533852,1.32E-01,,,
51.7180176,23.813446,59.150631,1.31E-01,,,
51.7271233,23.8166504,59.1476135,1.32E-01,,,
51.7362251,23.8195496,59.1458817,1.32E-01,,,
51.745327,23.8226013,59.1433105,1.32E-01,,,
51.7544174,23.8258667,59.1398697,1.32E-01,,,
51.763504,23.8289795,59.136528,1.33E-01,,,
51.7725601,23.8321228,59.133194,1.33E-01,,,
51.7815933,23.8346863,59.1308174,1.33E-01,,,
51.7906227,23.8372803,59.1288223,1.33E-01,,,
51.799675,23.8397217,59.1267471,1.35E-01,,,
51.8087463,23.8418884,59.1249466,1.34E-01,,,
51.8178177,23.8439941,59.1233063,1.35E-01,,,
51.82687,23.8459778,59.1214676,1.36E-01,,,
51.835907,23.8479919,59.119278,1.37E-01,,,
51.8449516,23.8493652,59.1183891,1.37E-01,,,
51.8540001,23.8509216,59.1171341,1.38E-01,,,
51.8630562,23.8522949,59.116478,1.39E-01,,,
51.8721123,23.8529358,59.117485,1.40E-01,,,
51.8811646,23.8536682,59.1180725,1.39E-01,,,
51.8902321,23.8543091,59.1191101,1.39E-01,,,
51.8993263,23.8545532,59.1203384,1.40E-01,,,
51.9084167,23.8547974,59.121048,1.40E-01,,,
51.9175186,23.8548279,59.1219177,1.39E-01,,,
51.9266205,23.8548889,59.1218719,1.38E-01,,,
51.9357185,23.8546753,59.1220779,1.38E-01,,,
51.9447937,23.8539734,59.1231651,1.38E-01,,,
51.9538727,23.8534546,59.1228371,1.38E-01,,,
51.9629555,23.8525085,59.122879,1.37E-01,,,
51.9720039,23.8517456,59.1224022,1.37E-01,,,
51.9810219,23.850647,59.1220512,1.37E-01,,,
51.9900475,23.8493042,59.1218414,1.37E-01,,,
51.9990921,23.8479004,59.1219902,1.37E-01,,,
52.0081482,23.8457947,59.1236992,1.37E-01,,,
52.0172348,23.8435669,59.124958,1.36E-01,,,
52.0263329,23.841217,59.1254539,1.37E-01,,,
52.0354233,23.838623,59.1257744,1.37E-01,,,
52.0445137,23.835968,59.1255646,1.37E-01,,,
52.0535965,23.8327637,59.1255798,1.37E-01,,,
52.062664,23.8295593,59.1242714,1.37E-01,,,
52.0717392,23.8259277,59.1230049,1.38E-01,,,
52.0808144,23.8222351,59.1202316,1.39E-01,,,
52.0898743,23.8178101,59.1182175,1.39E-01,,,
52.098938,23.8131104,59.1156235,1.39E-01,,,
52.1080055,23.808197,59.1122437,1.41E-01,,,
52.117054,23.8026428,59.1093178,1.41E-01,,,
52.126091,23.7965393,59.1065598,1.42E-01,,,
52.1351318,23.7901611,59.1032028,1.43E-01,,,
52.1441765,23.7833862,59.0992203,1.44E-01,,,
52.1532249,23.7762756,59.0955124,1.43E-01,,,
52.1622581,23.7685852,59.0920219,1.43E-01,,,
52.1712608,23.7603149,59.089344,1.43E-01,,,
52.1802216,23.7524719,59.0845337,1.43E-01,,,
52.1891785,23.7441101,59.0803909,1.42E-01,,,
52.1981812,23.7355042,59.0763397,1.42E-01,,,
52.2072334,23.7273254,59.0707893,1.42E-01,,,
52.2162857,23.7191162,59.0646667,1.42E-01,,,
52.2253418,23.7108459,59.0587616,1.41E-01,,,
52.2343941,23.7030945,59.0525932,1.41E-01,,,
52.2434464,23.6951294,59.0475807,1.42E-01,,,
52.252491,23.6877441,59.0410957,1.42E-01,,,
52.2615204,23.6805115,59.0345612,1.42E-01,,,
52.2705612,23.673584,59.0279274,1.43E-01,,,
52.2796288,23.6670837,59.021431,1.44E-01,,,
52.2887115,23.6607361,59.0155373,1.45E-01,,,
52.2977905,23.6549377,59.0093689,1.45E-01,,,
52.3068466,23.6493225,59.0043259,1.46E-01,,,
52.3158875,23.6438599,58.9995308,1.46E-01,,,
52.3249397,23.6389465,58.9948578,1.47E-01,,,
52.333992,23.6342163,58.9919739,1.46E-01,,,
52.3430328,23.6302185,58.9898758,1.47E-01,,,
52.3520546,23.6271057,58.9877319,1.47E-01,,,
52.3610458,23.6245117,58.9855537,1.47E-01,,,
52.3700142,23.6229553,58.9819565,1.48E-01,,,
52.3790054,23.62146,58.9799156,1.49E-01,,,
52.3880081,23.6203003,58.9791183,1.49E-01,,,
52.3969917,23.6195374,58.978672,1.50E-01,,,
52.4060059,23.6193542,58.9715233,1.50E-01,,,
52.4150467,23.6200562,58.9514084,1.50E-01,,,
52.4240875,23.6206055,58.9341164,1.50E-01,,,
52.4331284,23.6194763,58.9235497,1.49E-01,,,
52.4422073,23.6177063,58.916069,1.49E-01,,,
52.4512863,23.6158447,58.9088211,1.49E-01,,,
52.4603767,23.613678,58.9024467,1.49E-01,,,
52.4694595,23.6116028,58.8958206,1.49E-01,,,
52.4785461,23.6098938,58.8887329,1.48E-01,,,
52.4876251,23.6071472,58.8850327,1.49E-01,,,
52.4967079,23.6055298,58.8779373,1.48E-01,,,
52.5057983,23.6039429,58.871109,1.47E-01,,,
52.5148773,23.6021729,58.8650932,1.46E-01,,,
52.5239563,23.6005554,58.858757,1.47E-01,,,
52.5330467,23.5989075,58.8528633,1.46E-01,,,
52.5421371,23.5970154,58.8484344,1.46E-01,,,
52.5512238,23.5965576,58.8414688,1.45E-01,,,
52.5602951,23.5964966,58.8338013,1.45E-01,,,
52.5693436,23.5960693,58.8281631,1.44E-01,,,
52.5783691,23.5950012,58.8243294,1.42E-01,,,
52.5873718,23.5940552,58.8239059,1.42E-01,,,
52.5963974,23.5924072,58.8281746,1.41E-01,,,
52.6054382,23.5913086,58.8304634,1.40E-01,,,
52.6144867,23.5902405,58.8325577,1.39E-01,,,
52.6235428,23.589325,58.8335037,1.39E-01,,,
52.6325874,23.5883179,58.8347206,1.39E-01,,,
52.641613,23.5871887,58.8366203,1.38E-01,,,
52.6506195,23.5862732,58.8379555,1.38E-01,,,
52.6596146,23.5853577,58.8396187,1.37E-01,,,
52.668602,23.5840454,58.842762,1.37E-01,,,
52.6776199,23.5832214,58.8454781,1.35E-01,,,
52.6866379,23.5822144,58.848999,1.34E-01,,,
52.6956329,23.5815125,58.8520393,1.34E-01,,,
52.7046204,23.5803223,58.8573532,1.34E-01,,,
52.7136154,23.5792847,58.8632126,1.33E-01,,,
52.7225952,23.5787048,58.8679237,1.32E-01,,,
52.7315674,23.5784607,58.8710899,1.32E-01,,,
52.740551,23.5784607,58.8734627,1.31E-01,,,
52.7495384,23.5785828,58.8756638,1.30E-01,,,
52.7584991,23.5785522,58.8791924,1.29E-01,,,
52.7674408,23.5785217,58.8826714,1.29E-01,,,
52.7763634,23.5783691,58.8873024,1.28E-01,,,
52.7852936,23.5783997,58.8923874,1.26E-01,,,
52.7942543,23.5791321,58.8960342,1.25E-01,,,
52.8032799,23.5797729,58.9010887,1.25E-01,,,
52.8123322,23.5802002,58.9076462,1.24E-01,,,
52.821373,23.5812378,58.9128952,1.23E-01,,,
52.8304024,23.5827942,58.9176941,1.22E-01,,,
52.8394318,23.5843811,58.9240913,1.21E-01,,,
52.8484573,23.5863953,58.9295692,1.20E-01,,,
52.8574638,23.5889282,58.9339256,1.18E-01,,,
52.8664932,23.5916443,58.9385986,1.18E-01,,,
52.8755455,23.594635,58.9428978,1.18E-01,,,
52.8845901,23.5984192,58.9455948,1.16E-01,,,
52.8936195,23.6026917,58.9483032,1.16E-01,,,
52.902626,23.6065369,58.9539833,1.15E-01,,,
52.9116402,23.6110229,58.9593124,1.14E-01,,,
52.9206696,23.6165161,58.962677,1.12E-01,,,
52.9297333,23.622406,58.96595,1.11E-01,,,
52.9388008,23.6286926,58.9695396,1.10E-01,,,
52.9478569,23.6350403,58.9714813,1.09E-01,,,
52.9569283,23.6409607,58.9752655,1.08E-01,,,
52.9660034,23.6470947,58.9818306,1.07E-01,,,
52.975071,23.6536865,58.9919739,1.07E-01,,,
52.9841347,23.6607361,59.0015297,1.06E-01,,,
52.9932098,23.6679993,59.0112572,1.05E-01,,,
53.002285,23.6758118,59.0191345,1.04E-01,,,
53.0113258,23.6834412,59.0277443,1.04E-01,,,
53.0203514,23.6908264,59.0372963,1.04E-01,,,
53.0293694,23.6983948,59.0467796,1.04E-01,,,
53.0384216,23.7050171,59.0613441,1.03E-01,,,
53.0474701,23.7120361,59.0757256,1.03E-01,,,
53.0565186,23.7192993,59.0877075,1.03E-01,,,
53.065567,23.7269897,59.0962067,1.02E-01,,,
53.0746346,23.7344666,59.1041489,1.03E-01,,,
53.083683,23.7422791,59.1103058,1.03E-01,,,
53.0927086,23.7496338,59.1170197,1.03E-01,,,
53.1017113,23.7573547,59.1225548,1.03E-01,,,
53.1106834,23.7647705,59.12817,1.03E-01,,,
53.1196404,23.7720642,59.1338692,1.03E-01,,,
53.1286087,23.7792358,59.1396446,1.03E-01,,,
53.1375999,23.7865601,59.1437569,1.02E-01,,,
53.1466141,23.7937317,59.1477585,1.03E-01,,,
53.1556587,23.8006592,59.1513329,1.03E-01,,,
53.164711,23.8082275,59.1509285,1.03E-01,,,
53.1737404,23.8148193,59.1521149,1.04E-01,,,
53.1827774,23.8207397,59.1538544,1.04E-01,,,
53.1918259,23.8260498,59.1560135,1.04E-01,,,
53.2008629,23.8309021,59.1577873,1.05E-01,,,
53.2099113,23.8357849,59.1581459,1.06E-01,,,
53.2189674,23.8398132,59.1601982,1.06E-01,,,
53.2280273,23.8434448,59.162384,1.07E-01,,,
53.2370758,23.8474121,59.164135,1.08E-01,,,
53.2460976,23.8511963,59.164856,1.08E-01,,,
53.2550888,23.854248,59.1661987,1.09E-01,,,
53.2640724,23.8575745,59.1651573,1.10E-01,,,
53.2730598,23.860199,59.1641617,1.10E-01,,,
53.2820473,23.8621216,59.163559,1.11E-01,,,
53.2910538,23.8640442,59.1610832,1.11E-01,,,
53.3000832,23.8650208,59.1597214,1.12E-01,,,
53.3091164,23.8656006,59.1572151,1.12E-01,,,
53.3181114,23.8657837,59.1543312,1.12E-01,,,
53.3271027,23.865448,59.1513443,1.13E-01,,,
53.3360939,23.8645325,59.147789,1.13E-01,,,
53.3451042,23.8631592,59.1442413,1.13E-01,,,
53.3541565,23.8614197,59.1398773,1.14E-01,,,
53.3631859,23.8589783,59.1359329,1.15E-01,,,
53.3721886,23.8562012,59.1312408,1.15E-01,,,
53.3811798,23.8532104,59.1255913,1.16E-01,,,
53.3901329,23.8498535,59.119957,1.17E-01,,,
53.3990631,23.8457947,59.1146698,1.18E-01,,,
53.4079704,23.8412781,59.1099548,1.19E-01,,,
53.4168701,23.836853,59.1038513,1.19E-01,,,
53.4257812,23.8318787,59.0985298,1.21E-01,,,
53.4347191,23.8262634,59.0939751,1.22E-01,,,
53.4437141,23.8206177,59.0893097,1.23E-01,,,
53.4527283,23.8146973,59.0851784,1.24E-01,,,
53.4617424,23.8087769,59.0810699,1.26E-01,,,
53.4707451,23.8028259,59.0769272,1.27E-01,,,
53.4797592,23.7969971,59.0716438,1.28E-01,,,
53.4888,23.7918701,59.0657768,1.30E-01,,,
53.4978523,23.7864075,59.0640793,1.30E-01,,,
53.506916,23.7814331,59.0631065,1.31E-01,,,
53.5159645,23.7765503,59.0623245,1.32E-01,,,
53.5250053,23.7723389,59.0597801,1.33E-01,,,
53.5340424,23.76828,59.058445,1.34E-01,,,
53.5430717,23.7655029,59.0555191,1.35E-01,,,
53.5521049,23.7629395,59.054512,1.36E-01,,,
53.5611382,23.7611694,59.0534821,1.38E-01,,,
53.5701828,23.759613,59.0538635,1.39E-01,,,
53.5792236,23.7592163,59.0537491,1.40E-01,,,
53.5882416,23.7587585,59.0557938,1.40E-01,,,
53.5972404,23.7593079,59.0574379,1.42E-01,,,
53.6062164,23.7601929,59.0603409,1.43E-01,,,
53.6151886,23.7616272,59.063591,1.43E-01,,,
53.6241646,23.7634277,59.0674057,1.44E-01,,,
53.6331596,23.7658691,59.0713501,1.45E-01,,,
